Word,total_occurrences,misclassified_occurrences,misclassification_percentage
picked,4,3,75.0
sectoral,4,3,75.0
intensify,4,3,75.0
racist,4,3,75.0
beaches,4,3,75.0
skeptical,4,3,75.0
throwing,4,3,75.0
protester,4,3,75.0
shaping,4,3,75.0
jew,4,3,75.0
plaintiff,4,3,75.0
exploits,4,3,75.0
moldova,4,3,75.0
answered,8,6,75.0
expertise,8,6,75.0
horror,4,3,75.0
tsipras,4,3,75.0
outlet,4,3,75.0
purposes,4,3,75.0
med,4,3,75.0
csu,4,3,75.0
reviewing,4,3,75.0
portal,4,3,75.0
collectively,4,3,75.0
instruction,4,3,75.0
devastation,4,3,75.0
devastating,4,3,75.0
norwegian,4,3,75.0
nazis,4,3,75.0
band,4,3,75.0
murphy,15,11,73.33333333333333
fallen,11,8,72.72727272727273
eid,11,8,72.72727272727273
troops,22,16,72.72727272727273
schemes,11,8,72.72727272727273
immune,11,8,72.72727272727273
switch,11,8,72.72727272727273
shooting,11,8,72.72727272727273
austria,21,15,71.42857142857143
haven,7,5,71.42857142857143
tennis,7,5,71.42857142857143
marc,7,5,71.42857142857143
holy,7,5,71.42857142857143
francis,7,5,71.42857142857143
waves,7,5,71.42857142857143
esm,7,5,71.42857142857143
speeches,7,5,71.42857142857143
hosted,7,5,71.42857142857143
texas,7,5,71.42857142857143
pope,7,5,71.42857142857143
cure,7,5,71.42857142857143
boutique,7,5,71.42857142857143
behaviour,7,5,71.42857142857143
strategies,7,5,71.42857142857143
seemed,7,5,71.42857142857143
yield,7,5,71.42857142857143
drones,7,5,71.42857142857143
y,7,5,71.42857142857143
k,7,5,71.42857142857143
diplomat,7,5,71.42857142857143
pension,14,10,71.42857142857143
blimp,7,5,71.42857142857143
stadium,7,5,71.42857142857143
roof,7,5,71.42857142857143
acknowledged,7,5,71.42857142857143
62,7,5,71.42857142857143
narcotics,7,5,71.42857142857143
goodyear,7,5,71.42857142857143
afd,7,5,71.42857142857143
fdp,7,5,71.42857142857143
stefan,7,5,71.42857142857143
eradicating,7,5,71.42857142857143
flexibility,7,5,71.42857142857143
inspections,7,5,71.42857142857143
vassilev,14,10,71.42857142857143
bed,7,5,71.42857142857143
ranking,7,5,71.42857142857143
male,7,5,71.42857142857143
outgoing,7,5,71.42857142857143
respects,7,5,71.42857142857143
candidacy,7,5,71.42857142857143
maher,7,5,71.42857142857143
advisors,7,5,71.42857142857143
sindelka,7,5,71.42857142857143
sri,7,5,71.42857142857143
credit,31,22,70.96774193548387
trend,24,17,70.83333333333334
networks,27,19,70.37037037037037
incentive,10,7,70.0
ashkelon,10,7,70.0
holidays,10,7,70.0
vigil,10,7,70.0
lazarov,10,7,70.0
undergoing,10,7,70.0
sweden,10,7,70.0
patents,10,7,70.0
links,10,7,70.0
boats,10,7,70.0
db,10,7,70.0
broadcasters,10,7,70.0
reporter,10,7,70.0
meets,10,7,70.0
filed,13,9,69.23076923076923
favour,13,9,69.23076923076923
senator,13,9,69.23076923076923
joining,13,9,69.23076923076923
satisfied,13,9,69.23076923076923
michael,13,9,69.23076923076923
murder,26,18,69.23076923076923
sport,26,18,69.23076923076923
game,39,27,69.23076923076923
premier,16,11,68.75
jersey,16,11,68.75
advice,22,15,68.18181818181817
america,28,19,67.85714285714286
abroad,28,19,67.85714285714286
rivera,3,2,66.66666666666666
sinovac,3,2,66.66666666666666
surcharge,3,2,66.66666666666666
tactical,3,2,66.66666666666666
influencers,3,2,66.66666666666666
edinburgh,3,2,66.66666666666666
refoulements,3,2,66.66666666666666
wiechert,3,2,66.66666666666666
exhibition,3,2,66.66666666666666
2053,3,2,66.66666666666666
acm,6,4,66.66666666666666
pictures,6,4,66.66666666666666
rtl,3,2,66.66666666666666
seas,3,2,66.66666666666666
susanne,3,2,66.66666666666666
wine,3,2,66.66666666666666
reassure,6,4,66.66666666666666
bargain,3,2,66.66666666666666
rating,3,2,66.66666666666666
debates,6,4,66.66666666666666
keyword,3,2,66.66666666666666
frankfurt,6,4,66.66666666666666
phrases,3,2,66.66666666666666
zelenski,3,2,66.66666666666666
favorable,3,2,66.66666666666666
manipulate,3,2,66.66666666666666
solely,3,2,66.66666666666666
costar,3,2,66.66666666666666
assumption,3,2,66.66666666666666
designing,3,2,66.66666666666666
akrotiri,3,2,66.66666666666666
frankfurter,3,2,66.66666666666666
photograph,3,2,66.66666666666666
crush,3,2,66.66666666666666
qualify,3,2,66.66666666666666
flagship,3,2,66.66666666666666
vegetable,3,2,66.66666666666666
reveals,9,6,66.66666666666666
47,6,4,66.66666666666666
neighbor,3,2,66.66666666666666
filing,3,2,66.66666666666666
returns,6,4,66.66666666666666
therapist,3,2,66.66666666666666
stories,9,6,66.66666666666666
strache,3,2,66.66666666666666
bcp,9,6,66.66666666666666
exhausted,3,2,66.66666666666666
creativity,3,2,66.66666666666666
traveling,6,4,66.66666666666666
tariffs,3,2,66.66666666666666
tunnel,3,2,66.66666666666666
espionage,3,2,66.66666666666666
notified,3,2,66.66666666666666
hofer,3,2,66.66666666666666
festivals,3,2,66.66666666666666
tencent,3,2,66.66666666666666
fantastic,3,2,66.66666666666666
meal,3,2,66.66666666666666
reserved,3,2,66.66666666666666
faces,15,10,66.66666666666666
owns,3,2,66.66666666666666
mercenaries,3,2,66.66666666666666
festival,6,4,66.66666666666666
thomas,3,2,66.66666666666666
behaves,3,2,66.66666666666666
mountainous,3,2,66.66666666666666
ema,6,4,66.66666666666666
certainties,3,2,66.66666666666666
commits,3,2,66.66666666666666
lacked,3,2,66.66666666666666
rightly,3,2,66.66666666666666
approximately,12,8,66.66666666666666
egolfopoulos,3,2,66.66666666666666
assunta,3,2,66.66666666666666
gürsel,3,2,66.66666666666666
dönmez,3,2,66.66666666666666
ünen,3,2,66.66666666666666
merely,6,4,66.66666666666666
gat,3,2,66.66666666666666
blogger,3,2,66.66666666666666
tiananmen,6,4,66.66666666666666
candlelight,3,2,66.66666666666666
ski,3,2,66.66666666666666
positively,6,4,66.66666666666666
dropped,9,6,66.66666666666666
islam,6,4,66.66666666666666
aggravating,3,2,66.66666666666666
retinal,3,2,66.66666666666666
mitigate,3,2,66.66666666666666
neutralizing,3,2,66.66666666666666
summons,3,2,66.66666666666666
reintroduce,3,2,66.66666666666666
lod,3,2,66.66666666666666
ltd,3,2,66.66666666666666
besides,3,2,66.66666666666666
groundwater,9,6,66.66666666666666
entrepreneurship,6,4,66.66666666666666
faced,9,6,66.66666666666666
bailout,3,2,66.66666666666666
racing,3,2,66.66666666666666
lt,3,2,66.66666666666666
proclamation,3,2,66.66666666666666
interrupt,3,2,66.66666666666666
suffocating,3,2,66.66666666666666
loeb,3,2,66.66666666666666
dengel,3,2,66.66666666666666
burdens,6,4,66.66666666666666
amend,3,2,66.66666666666666
blocking,6,4,66.66666666666666
sort,6,4,66.66666666666666
velkova,3,2,66.66666666666666
nice,6,4,66.66666666666666
lahnalampi,3,2,66.66666666666666
adverse,3,2,66.66666666666666
rochelle,3,2,66.66666666666666
boec,3,2,66.66666666666666
breadwinner,3,2,66.66666666666666
harvest,3,2,66.66666666666666
starvation,3,2,66.66666666666666
fragmented,3,2,66.66666666666666
msf,3,2,66.66666666666666
selective,3,2,66.66666666666666
bread,6,4,66.66666666666666
displace,3,2,66.66666666666666
surrender,3,2,66.66666666666666
parity,3,2,66.66666666666666
exclusion,3,2,66.66666666666666
avoidance,3,2,66.66666666666666
patrick,3,2,66.66666666666666
penal,3,2,66.66666666666666
versions,3,2,66.66666666666666
victories,3,2,66.66666666666666
existent,3,2,66.66666666666666
troop,3,2,66.66666666666666
shaped,6,4,66.66666666666666
europeans,6,4,66.66666666666666
lieutenant,6,4,66.66666666666666
1993,3,2,66.66666666666666
somewhere,3,2,66.66666666666666
albert,3,2,66.66666666666666
bourla,3,2,66.66666666666666
jesus,3,2,66.66666666666666
nicola,3,2,66.66666666666666
levers,3,2,66.66666666666666
actors,12,8,66.66666666666666
attempting,3,2,66.66666666666666
functions,3,2,66.66666666666666
seal,3,2,66.66666666666666
sober,3,2,66.66666666666666
klaus,3,2,66.66666666666666
younger,3,2,66.66666666666666
drilling,3,2,66.66666666666666
ionian,3,2,66.66666666666666
accessible,6,4,66.66666666666666
extremists,15,10,66.66666666666666
il,9,6,66.66666666666666
licensed,3,2,66.66666666666666
boxing,6,4,66.66666666666666
mature,3,2,66.66666666666666
openly,3,2,66.66666666666666
fitr,3,2,66.66666666666666
manchester,6,4,66.66666666666666
compete,6,4,66.66666666666666
mohamed,3,2,66.66666666666666
coordinator,3,2,66.66666666666666
anfield,3,2,66.66666666666666
heil,3,2,66.66666666666666
1990,3,2,66.66666666666666
keane,3,2,66.66666666666666
mad,3,2,66.66666666666666
safely,3,2,66.66666666666666
script,3,2,66.66666666666666
samuel,3,2,66.66666666666666
salihamidzic,3,2,66.66666666666666
friction,3,2,66.66666666666666
leap,6,4,66.66666666666666
ear,3,2,66.66666666666666
letting,3,2,66.66666666666666
sophie,3,2,66.66666666666666
hadn,3,2,66.66666666666666
markle,3,2,66.66666666666666
chairs,3,2,66.66666666666666
jobseekers,3,2,66.66666666666666
fueled,3,2,66.66666666666666
sculpture,3,2,66.66666666666666
salons,3,2,66.66666666666666
theresa,3,2,66.66666666666666
ufo,9,6,66.66666666666666
windmills,3,2,66.66666666666666
vests,3,2,66.66666666666666
blames,3,2,66.66666666666666
picture,15,10,66.66666666666666
editorial,3,2,66.66666666666666
businessman,3,2,66.66666666666666
denies,3,2,66.66666666666666
100m,3,2,66.66666666666666
emphatically,3,2,66.66666666666666
algorithms,3,2,66.66666666666666
soosaar,3,2,66.66666666666666
financially,3,2,66.66666666666666
freeze,3,2,66.66666666666666
beverage,3,2,66.66666666666666
uğur,3,2,66.66666666666666
practitioner,9,6,66.66666666666666
japanese,3,2,66.66666666666666
deschamps,3,2,66.66666666666666
gazette,3,2,66.66666666666666
borghi,3,2,66.66666666666666
defamation,3,2,66.66666666666666
teleconference,3,2,66.66666666666666
worsen,3,2,66.66666666666666
reorganization,3,2,66.66666666666666
epidemiological,3,2,66.66666666666666
handing,3,2,66.66666666666666
amadeus,3,2,66.66666666666666
yakar,3,2,66.66666666666666
mert,3,2,66.66666666666666
111,3,2,66.66666666666666
gözde,3,2,66.66666666666666
fil,3,2,66.66666666666666
rachel,3,2,66.66666666666666
amazon,3,2,66.66666666666666
corresponding,6,4,66.66666666666666
dpa,3,2,66.66666666666666
normalize,3,2,66.66666666666666
sheridan,3,2,66.66666666666666
length,3,2,66.66666666666666
statistics,12,8,66.66666666666666
proteins,3,2,66.66666666666666
develops,3,2,66.66666666666666
designated,3,2,66.66666666666666
verb,3,2,66.66666666666666
lane,3,2,66.66666666666666
motives,3,2,66.66666666666666
route,6,4,66.66666666666666
disappointing,6,4,66.66666666666666
utilization,6,4,66.66666666666666
indications,3,2,66.66666666666666
yavaş,3,2,66.66666666666666
principals,3,2,66.66666666666666
wagner,6,4,66.66666666666666
insurer,3,2,66.66666666666666
amsterdam,6,4,66.66666666666666
hasn,12,8,66.66666666666666
advocating,3,2,66.66666666666666
apprenticeship,3,2,66.66666666666666
turnover,6,4,66.66666666666666
barrier,9,6,66.66666666666666
boom,3,2,66.66666666666666
587,3,2,66.66666666666666
write,12,8,66.66666666666666
notorious,3,2,66.66666666666666
stick,3,2,66.66666666666666
distinguish,3,2,66.66666666666666
geographical,3,2,66.66666666666666
remove,24,16,66.66666666666666
grew,6,4,66.66666666666666
underlines,3,2,66.66666666666666
federations,6,4,66.66666666666666
toilet,6,4,66.66666666666666
servant,3,2,66.66666666666666
chairperson,3,2,66.66666666666666
weber,3,2,66.66666666666666
ample,3,2,66.66666666666666
childhood,3,2,66.66666666666666
oppression,3,2,66.66666666666666
stem,6,4,66.66666666666666
significance,6,4,66.66666666666666
concede,3,2,66.66666666666666
fortunately,3,2,66.66666666666666
undocumented,3,2,66.66666666666666
crossings,3,2,66.66666666666666
960,3,2,66.66666666666666
ninth,3,2,66.66666666666666
examinations,3,2,66.66666666666666
bmc,3,2,66.66666666666666
passion,3,2,66.66666666666666
fanbase,3,2,66.66666666666666
defeated,3,2,66.66666666666666
nd,3,2,66.66666666666666
eastern,24,16,66.66666666666666
incidence,3,2,66.66666666666666
switching,6,4,66.66666666666666
launching,3,2,66.66666666666666
renovations,3,2,66.66666666666666
youths,3,2,66.66666666666666
heinz,3,2,66.66666666666666
hasan,3,2,66.66666666666666
lend,3,2,66.66666666666666
kiel,3,2,66.66666666666666
hse,3,2,66.66666666666666
equitable,3,2,66.66666666666666
ciattarelli,12,8,66.66666666666666
clauses,3,2,66.66666666666666
papiers,3,2,66.66666666666666
nights,3,2,66.66666666666666
supermarket,3,2,66.66666666666666
borrower,3,2,66.66666666666666
mx,3,2,66.66666666666666
barely,6,4,66.66666666666666
motto,3,2,66.66666666666666
ulster,3,2,66.66666666666666
spyros,3,2,66.66666666666666
adult,3,2,66.66666666666666
mölder,3,2,66.66666666666666
retaliation,3,2,66.66666666666666
activating,3,2,66.66666666666666
envisage,3,2,66.66666666666666
ambitions,3,2,66.66666666666666
camera,6,4,66.66666666666666
petroleum,3,2,66.66666666666666
thugs,3,2,66.66666666666666
korea,9,6,66.66666666666666
massachusetts,3,2,66.66666666666666
investigative,3,2,66.66666666666666
shortcomings,3,2,66.66666666666666
lawsuit,15,10,66.66666666666666
costas,3,2,66.66666666666666
volumes,3,2,66.66666666666666
dots,3,2,66.66666666666666
sezgin,3,2,66.66666666666666
cruickshank,3,2,66.66666666666666
governorships,6,4,66.66666666666666
bourgeois,3,2,66.66666666666666
commodities,3,2,66.66666666666666
highway,6,4,66.66666666666666
goodbye,3,2,66.66666666666666
saucer,3,2,66.66666666666666
norbert,3,2,66.66666666666666
svetina,3,2,66.66666666666666
doubling,3,2,66.66666666666666
plays,9,6,66.66666666666666
popularity,3,2,66.66666666666666
servicemen,3,2,66.66666666666666
ads,6,4,66.66666666666666
theologian,3,2,66.66666666666666
pacifist,3,2,66.66666666666666
policeman,3,2,66.66666666666666
kicked,3,2,66.66666666666666
languages,3,2,66.66666666666666
kinzinger,3,2,66.66666666666666
absolutely,18,12,66.66666666666666
blankets,3,2,66.66666666666666
minneapolis,3,2,66.66666666666666
budgetary,3,2,66.66666666666666
concealments,3,2,66.66666666666666
feedback,3,2,66.66666666666666
919,3,2,66.66666666666666
isamaa,3,2,66.66666666666666
heated,3,2,66.66666666666666
relaxing,3,2,66.66666666666666
javad,3,2,66.66666666666666
squares,3,2,66.66666666666666
foregone,3,2,66.66666666666666
f,12,8,66.66666666666666
parked,3,2,66.66666666666666
islamist,3,2,66.66666666666666
gop,6,4,66.66666666666666
nicolás,3,2,66.66666666666666
terviseamet,3,2,66.66666666666666
kyriakidou,3,2,66.66666666666666
candle,3,2,66.66666666666666
alex,3,2,66.66666666666666
hang,3,2,66.66666666666666
dignified,3,2,66.66666666666666
dormitories,3,2,66.66666666666666
assert,3,2,66.66666666666666
2040,3,2,66.66666666666666
occupancy,3,2,66.66666666666666
underway,9,6,66.66666666666666
papachristopoulos,3,2,66.66666666666666
wards,3,2,66.66666666666666
realities,3,2,66.66666666666666
acquitted,3,2,66.66666666666666
fibers,3,2,66.66666666666666
extinguishing,3,2,66.66666666666666
diverted,3,2,66.66666666666666
comparable,3,2,66.66666666666666
63,3,2,66.66666666666666
sing,3,2,66.66666666666666
240,6,4,66.66666666666666
academia,3,2,66.66666666666666
issuance,3,2,66.66666666666666
intensity,6,4,66.66666666666666
diplomas,3,2,66.66666666666666
loading,3,2,66.66666666666666
reactor,6,4,66.66666666666666
pcr,6,4,66.66666666666666
cska,3,2,66.66666666666666
plummeted,3,2,66.66666666666666
suicide,3,2,66.66666666666666
blank,3,2,66.66666666666666
floyd,24,16,66.66666666666666
answering,3,2,66.66666666666666
runs,6,4,66.66666666666666
parfenova,3,2,66.66666666666666
advised,9,6,66.66666666666666
starkopf,3,2,66.66666666666666
habitable,3,2,66.66666666666666
1948,3,2,66.66666666666666
liked,3,2,66.66666666666666
bernie,9,6,66.66666666666666
waging,3,2,66.66666666666666
elective,3,2,66.66666666666666
bahçetepe,3,2,66.66666666666666
memorial,3,2,66.66666666666666
football,9,6,66.66666666666666
clinics,3,2,66.66666666666666
martyred,3,2,66.66666666666666
homicide,3,2,66.66666666666666
circumstance,3,2,66.66666666666666
uncontrollable,3,2,66.66666666666666
insistence,3,2,66.66666666666666
josef,3,2,66.66666666666666
remedies,3,2,66.66666666666666
urine,3,2,66.66666666666666
vodka,3,2,66.66666666666666
mitarakis,3,2,66.66666666666666
honored,3,2,66.66666666666666
01,6,4,66.66666666666666
bayer,3,2,66.66666666666666
bans,6,4,66.66666666666666
jeopardizing,3,2,66.66666666666666
stops,6,4,66.66666666666666
cultivate,3,2,66.66666666666666
sabıka,3,2,66.66666666666666
prescription,3,2,66.66666666666666
282,3,2,66.66666666666666
observations,6,4,66.66666666666666
enfia,3,2,66.66666666666666
tolerate,3,2,66.66666666666666
palmer,3,2,66.66666666666666
keen,3,2,66.66666666666666
dance,3,2,66.66666666666666
greenpeace,3,2,66.66666666666666
seater,3,2,66.66666666666666
msc,3,2,66.66666666666666
terminate,6,4,66.66666666666666
scott,3,2,66.66666666666666
secretaries,3,2,66.66666666666666
donation,3,2,66.66666666666666
speculate,3,2,66.66666666666666
additionally,3,2,66.66666666666666
altmaier,3,2,66.66666666666666
unpopular,6,4,66.66666666666666
paving,3,2,66.66666666666666
attorneys,3,2,66.66666666666666
individualized,3,2,66.66666666666666
milestone,3,2,66.66666666666666
supermarkets,3,2,66.66666666666666
odds,6,4,66.66666666666666
abuse,15,10,66.66666666666666
fruitful,3,2,66.66666666666666
adopts,3,2,66.66666666666666
stabilization,3,2,66.66666666666666
eib,3,2,66.66666666666666
instances,3,2,66.66666666666666
diligence,3,2,66.66666666666666
pubs,3,2,66.66666666666666
commemorated,3,2,66.66666666666666
cuccia,3,2,66.66666666666666
naftali,3,2,66.66666666666666
drenovska,3,2,66.66666666666666
factual,3,2,66.66666666666666
virologist,3,2,66.66666666666666
bdz,9,6,66.66666666666666
disbursed,3,2,66.66666666666666
levies,3,2,66.66666666666666
dense,3,2,66.66666666666666
impunity,3,2,66.66666666666666
element,6,4,66.66666666666666
congestion,3,2,66.66666666666666
optimal,3,2,66.66666666666666
radar,3,2,66.66666666666666
updates,3,2,66.66666666666666
infertility,3,2,66.66666666666666
railway,3,2,66.66666666666666
dire,3,2,66.66666666666666
coughlan,3,2,66.66666666666666
consumed,3,2,66.66666666666666
slim,3,2,66.66666666666666
window,3,2,66.66666666666666
praying,3,2,66.66666666666666
affecting,3,2,66.66666666666666
805,3,2,66.66666666666666
bakery,3,2,66.66666666666666
unep,3,2,66.66666666666666
compatriots,3,2,66.66666666666666
piazzetta,3,2,66.66666666666666
description,3,2,66.66666666666666
speakers,3,2,66.66666666666666
african,15,10,66.66666666666666
1990s,3,2,66.66666666666666
rethink,3,2,66.66666666666666
reconsider,3,2,66.66666666666666
undermines,3,2,66.66666666666666
alexandros,3,2,66.66666666666666
pressing,3,2,66.66666666666666
sanandaj,3,2,66.66666666666666
hunting,3,2,66.66666666666666
cautiously,3,2,66.66666666666666
ingredients,3,2,66.66666666666666
ranst,3,2,66.66666666666666
primeval,3,2,66.66666666666666
conradt,3,2,66.66666666666666
midst,3,2,66.66666666666666
baily,3,2,66.66666666666666
evaluation,6,4,66.66666666666666
sderot,6,4,66.66666666666666
radiative,3,2,66.66666666666666
interstellar,3,2,66.66666666666666
oğuz,3,2,66.66666666666666
leipzig,3,2,66.66666666666666
coronacrisis,3,2,66.66666666666666
appeared,18,12,66.66666666666666
saarbrücken,3,2,66.66666666666666
standardized,3,2,66.66666666666666
psychologically,3,2,66.66666666666666
separates,3,2,66.66666666666666
witnesses,3,2,66.66666666666666
fars,3,2,66.66666666666666
guide,6,4,66.66666666666666
praised,6,4,66.66666666666666
gotabaya,3,2,66.66666666666666
valentin,3,2,66.66666666666666
baltic,3,2,66.66666666666666
mittal,3,2,66.66666666666666
protein,3,2,66.66666666666666
480,3,2,66.66666666666666
curricula,6,4,66.66666666666666
consensus,6,4,66.66666666666666
nanoparticles,3,2,66.66666666666666
emeritus,3,2,66.66666666666666
youtuber,3,2,66.66666666666666
steve,3,2,66.66666666666666
heap,3,2,66.66666666666666
outcome,9,6,66.66666666666666
unexpected,3,2,66.66666666666666
outlining,3,2,66.66666666666666
disorders,6,4,66.66666666666666
vary,6,4,66.66666666666666
enchev,6,4,66.66666666666666
amnesty,3,2,66.66666666666666
atm,3,2,66.66666666666666
invite,6,4,66.66666666666666
specifying,3,2,66.66666666666666
tabled,3,2,66.66666666666666
throat,3,2,66.66666666666666
stark,3,2,66.66666666666666
esteem,3,2,66.66666666666666
secretariat,3,2,66.66666666666666
horizontal,3,2,66.66666666666666
misleading,3,2,66.66666666666666
impressions,3,2,66.66666666666666
unfulfilled,3,2,66.66666666666666
programmes,9,6,66.66666666666666
meb,3,2,66.66666666666666
rough,3,2,66.66666666666666
menios,3,2,66.66666666666666
metlife,3,2,66.66666666666666
bible,3,2,66.66666666666666
fights,3,2,66.66666666666666
selection,3,2,66.66666666666666
temporarily,9,6,66.66666666666666
anatoly,3,2,66.66666666666666
stakes,3,2,66.66666666666666
randomly,3,2,66.66666666666666
harmless,3,2,66.66666666666666
amit,3,2,66.66666666666666
declaration,21,14,66.66666666666666
highways,3,2,66.66666666666666
repair,3,2,66.66666666666666
1945,3,2,66.66666666666666
mikhail,3,2,66.66666666666666
tenyo,3,2,66.66666666666666
demetriades,3,2,66.66666666666666
holdings,3,2,66.66666666666666
veneto,3,2,66.66666666666666
brakes,6,4,66.66666666666666
wurth,3,2,66.66666666666666
gérald,3,2,66.66666666666666
rarely,3,2,66.66666666666666
realizing,3,2,66.66666666666666
hamlets,3,2,66.66666666666666
cbs,3,2,66.66666666666666
concessionaire,3,2,66.66666666666666
awakening,3,2,66.66666666666666
regions,21,14,66.66666666666666
assumed,3,2,66.66666666666666
bursa,3,2,66.66666666666666
gates,3,2,66.66666666666666
526,3,2,66.66666666666666
andrea,3,2,66.66666666666666
farm,6,4,66.66666666666666
lefloid,3,2,66.66666666666666
install,6,4,66.66666666666666
025,3,2,66.66666666666666
immigrant,3,2,66.66666666666666
illusions,3,2,66.66666666666666
equities,3,2,66.66666666666666
yanev,6,4,66.66666666666666
presenting,3,2,66.66666666666666
assailant,3,2,66.66666666666666
akbar,3,2,66.66666666666666
photovoltaics,3,2,66.66666666666666
perimeter,3,2,66.66666666666666
kalin,3,2,66.66666666666666
kalpakchiev,3,2,66.66666666666666
bts,3,2,66.66666666666666
envoy,3,2,66.66666666666666
districts,12,8,66.66666666666666
107,3,2,66.66666666666666
revenge,3,2,66.66666666666666
rare,9,6,66.66666666666666
wilders,3,2,66.66666666666666
appealed,3,2,66.66666666666666
verstappen,9,6,66.66666666666666
overthrowing,3,2,66.66666666666666
founder,9,6,66.66666666666666
parliamentary,47,31,65.95744680851064
cork,41,27,65.85365853658537
fox,20,13,65.0
advisory,20,13,65.0
facebook,40,26,65.0
antibodies,17,11,64.70588235294117
unions,17,11,64.70588235294117
kong,17,11,64.70588235294117
asking,14,9,64.28571428571429
acquired,14,9,64.28571428571429
vice,28,18,64.28571428571429
charged,14,9,64.28571428571429
appointed,14,9,64.28571428571429
facility,14,9,64.28571428571429
gabriel,11,7,63.63636363636363
greatly,11,7,63.63636363636363
wider,11,7,63.63636363636363
eligible,11,7,63.63636363636363
men,55,35,63.63636363636363
53,11,7,63.63636363636363
granted,11,7,63.63636363636363
virtual,11,7,63.63636363636363
disinformation,11,7,63.63636363636363
diplomats,11,7,63.63636363636363
newly,11,7,63.63636363636363
unit,22,14,63.63636363636363
inform,11,7,63.63636363636363
carrying,11,7,63.63636363636363
swimming,11,7,63.63636363636363
journalists,22,14,63.63636363636363
attract,11,7,63.63636363636363
fundamental,33,21,63.63636363636363
specialists,11,7,63.63636363636363
maybe,11,7,63.63636363636363
le,19,12,63.1578947368421
borissov,19,12,63.1578947368421
istanbul,51,32,62.745098039215684
practically,8,5,62.5
multi,8,5,62.5
taught,8,5,62.5
b,8,5,62.5
recycling,8,5,62.5
arrangements,8,5,62.5
updated,8,5,62.5
electrification,8,5,62.5
kinsale,8,5,62.5
catering,8,5,62.5
kyriakos,8,5,62.5
meaningful,8,5,62.5
chaos,8,5,62.5
czech,16,10,62.5
drought,8,5,62.5
qualification,8,5,62.5
playing,16,10,62.5
drink,8,5,62.5
corruption,32,20,62.5
transparent,8,5,62.5
o,16,10,62.5
reacted,8,5,62.5
surveys,8,5,62.5
59,8,5,62.5
intent,8,5,62.5
exception,8,5,62.5
extending,8,5,62.5
firms,8,5,62.5
postbank,8,5,62.5
supplying,8,5,62.5
implications,8,5,62.5
ankerkraut,8,5,62.5
traders,8,5,62.5
locations,8,5,62.5
reviewed,8,5,62.5
ancillary,8,5,62.5
predicted,8,5,62.5
branch,8,5,62.5
pelion,8,5,62.5
capitol,8,5,62.5
ranging,8,5,62.5
naturally,8,5,62.5
justified,8,5,62.5
wrong,37,23,62.16216216216216
e,50,31,62.0
